text,sentiment
magulang. Hindi siya narinig kaya’t naghintay siya ng ilang segundo. Ginising ulit niya.,1
"“Mama, Papa, gising na po kayo! ”",1
"“Oo na, sige, gigising na kami,” sagot ng Mama niya.",1
"“Pwede po ba akong makakuha ng alaga, parang hamster?” tanong ulit ni Anna.",1
“Pag-iisipan ko muna.” ,1
Nakalipas ang ilang araw at wala pa ring sagot ang nanay niya kaya nagtanong ulit siya. “Bibilhan niyo po ba ako ng hamster?”,1
"“Sige na nga, mabait ka naman. Pero, naalaa ko, may ipon ka naman, ‘di ba? Bakit hindi yun na lang ang ipambili mo?”",1
"Hindi sumagot si Anna ng ilang segundo at sinabi niya, “hindi ko po kasi naisip. Gagamitin ko na lang ang aking ipon para bumili.”",1
"Pagpunta ni Anna sa palaruan, nakasalubong niya si Abby. ",1
"“Ako rin, pupunta.” Magkasama silang nagpunta sa palaruan. ",1
“Pupunta ako sa palaruan.”,1
"“Abby, bibili ako ng hamster, sabi ni mama gamitin ko raw ang sarili kong pera kung gusto ko ng hamster.”",1
Pagbalik sa bahay ipinakita niya ang pinili niya. ,1
"“Mama, Papa tingnan niyo po ang pinili ko, isang puti at isang kayumanggi. ",1
Ang pangalan nila ay Koko at Perlas.”,1
"Kinabukasan, nagmamadali niyang pinuntahan ang kanyang mga alagang sina Koko at Perlas. Pinakain niya ang mga ito at tuwang-tuwa siyang pinagmasdan ang kanyang mga alaga.",1
Lumapit ang kanyang nanay at sinabing “Iyan ang pinag-ipunan mo sa iyong mga baon kaya’t ingatan mo at alagaan nang mabuti”.,1
“Opo!”,1
"“Tandaan mo, sila ay may buhay kaya’t dapat huwag kalimutan ang tungkulin mo bilang tagapag-alaga nina Koko at Perlas.” dagdag ng papa ni Anna.",1
“Tatandaan ko po!”,1
Maya-maya ay nagpaalam si Anna sa mama at papa niya. ,1
“Pwede na po ba akong pumunta sa palaruan at ipakita sila Koko at Perlas kay Abby?”,1
“Syempre naman anak.”,1
"Noong araw, hindi nagtatanim ng halaman at hindi nag-aalaga ng hayop ang mga tao para may makain.",1
Umaasa lamang sila sa kalikasan.,1
Kaya tumitira sila kung saan may pagkain.,1
May tumitira sa mga kuweba sa bundok at nabubuhay sa bungangkahoy at nahuhuling hayop.,1
May tumitira sa tabing-ilog at dagat at nabubuhay sa pangingisda.,1
Tumitira sila sa isang lugar hanggang may makakain at humahanap ng ibang lugar pag wala nang makain.,1
Kasama ng iba ang mag-asawang Banag at Danas sa paghahanap ng bagong lugar na matitirhan.,1
Dati silang nakatira sa tabing-dagat.,1
Gusto ni Banag na humiwalay sila sa iba at mamalagi sa isang magandang pook.,1
Gusto kong isilang doon ang ating anak.,1
Sinunod ni Danas ang hiling ng asawa.,1
Pumili sila ng isang magandang pook sa bundok at doon nagtayo ng munting bahay.,1
Tahimik ang napili nilang pook sa bundok at sagana sa prutas at hayop na makakain.,1
"May malinaw na batis sa malapit, at maraming isdang nahuhuli si Danas.",1
Naglakad siya nang naglakad at nakarating sa kabilang bundok.,1
Inabot ng matinding pagod si Danas sa gitna ng isang malapad na parang.,1
Nahiga siya sa damuhan at nakatulog.,1
"Noon biglang humihip ang hangin, at sumayaw at umawit ang mga damo.",1
Inabot ng matinding pagod si Danas sa gitna ng isang malapad na parang.,1
Nahiga siya sa damuhan at nakatulog.,1
"Noon biglang humihip ang hangin, at sumayaw at umawit ang mga damo.",1
Nagising at nagulat si Danas.,1
Pinakinggan ni Danas ang awit ng mga damo.,1
Pulutin mo ang aming mga bungang butil.,1
Masarap na pagkain ang aming mga butil.,1
Noon napansin ni Danas ang mga uhay ng damo.,1
Hitik sa mga gintong butil ang bawat uhay.,1
Pumitas siya ng isang butil at kinagat.,1
"Iluto mo ang puting laman ng butil para lumambot at maging masarap na pagkain.",1
Pumitas ng maraming uhay si Danas hanggang mapuno ang kaniyang sisidlan at nagmamadaling umuwi kay Banag.,1
"Tulad ng utos ng mga damo, inalisan nila ng balat ang mga butil at iniluto bago kinain.",1
"Kinabukasan, nagbalik sa parang si Danas. ""Itanim mo ang aming butil,"" awit ng mga damo.",1
Itanim mo sa lupang pinalambot ng ulan. Alagaan mo ang mga butil na tutubo.,1
Tuwing mag-aani ka'y maglaan ha ng mga butil para muling itanim at alagaan.,1
Matuto kang magsaka at mag-alaga ng halaman.,1
Sa pagsasaka ka aasa ng ikabubuhay.,1
Biglang naramdaman ni Danas ang patak ng ulan.,1
Nagdidilim ang langit nang tumingala siya.,1
"Palay ang itawag mo sa iyong pananim, awit ng mga damo na lalong sumigla ang pagsayaw pagbuhos ng malakas na ulan.",1
lbalita mo sa ibang tao ang lahat. Ituro mo sa kanila ang pag-aalaga ng palay.,1
Sinunod ni Danas ang mga utos ng damo.,1
Gumawa siya ng bukid sa paligid ng bahay at pinag-aralang mabuti ang pag-aalaga ng palay.,1
ltinuro niya sa ibang tao ang natutuhan.,1
"Lumawak nang lumawak ang mga bukid na taniman, at mula noon, naging magsasaka ang mga tao.",1
Hindi na rin sila palipat-lipat ng tirahan.,1
"Ako ang hari ng kalsada,sabi niya.",1
Walang kinatatakutan si Kas.,1
Hindi siya takot sa jeep at sa kotse.,1
Hindi rin siya takot sa taxi.,1
"Kahit sa pulis at sa pasahero, hindi rin takot si Kas.",1
"Dahan-dahan lang ang takbo, sabi nila kay Kas.",1
Hindi sila pinansin ng barumbado.,1
Kahit pulis ay walang magawa.,1
Talagang walang magawa ang lahat kay Kas.,1
"Dahan-dahan lang, Kaskasero, sabi ng mga halaman sa daan.",1
At muli siyang kumaripas ng takbo.,1
Minsa'y kinausap siya ni Ulap.,1
Wag ka namang buga nang buga ng usok.,1
Nangitim pati ilong ni Ulap.,1
"Sa dumi ng usok, muntik na siyang maiyak.",1
Kahit ang araw at ang buwan ay walang nagawa kay Kas.,1
Wala siyang pinakikinggan kahit na sino.,1
"Isang araw, naglasing si Kas.",1
Glug-glug-glug-glug.,1
Inom nang inom si Kas.,1
Mabilis na mabilis ang takbo ni Kas.,1
Mabuti na lang at wala siyang sakay.,1
Lasing na lasing ang bus na walang modo.,1
Ang bilis-bilis ng kaniyang takbo.,1
Mas mabilis pa sa jeep.,1
Mas mabilis pa sa taxi.,1
Mas mabilis pa sa kotse.,1
"Pero hindi, pa rin siya nasiyahan.",1
Ang takbo'y lalo pa niyang binilisan!,1
Nabangga si Kas.,1
"Bali-bali ang bakal, at ang tubo.",1
Wasak ang makina at baluktot ang tambutso.,1
Parang napisang lata si Kaskasero.,1
Hindi na ulit nakalabas ng daan si Kaskasero.,1
Siya ay itinapon sa tambakan ng mga lumang sasakyan.,1
"Doon sa libingan ng mga walang modo, hindi na makapagyabang si Kaskasero.",1
May isang pusa na nakatira sa isang malaking bayan.,1
Ang kanyang pangalan ay Stanley.,1
Ngunit tinatawag siya ng lahat na Pusang Duwag ...,1
"Magandang umaga, Pusang Duwag.",1
Si Stanley ay ang pinakamalaking duwag na pusa sa bayan.,1
"Isang gabi, naglalakad si Stanley kasama ang kanyang mga kaibigan na sina Tabby at Puti.",1
Isang maliit at mabalahibo ang tumakbo sa kanilang daanan.,1
"Habulin natin ito, sabi ni Tabby.",1
Ang bubwit ay tumakbo sa loob ng isang bahay.,1
"Mukhang walang tao sa loob ng bahay, sabi ni Puti.",1
Paano natin mahuhuli ang bubwit na iyon?,1
"Narito ang isang daanan ng pusa, sabi ni Tabby.",1
Pumasok tayo.,1
Ngunit sinundan niya ang kanyang mga kaibigan sa loob.,1
Ngayon nasaan na ang bubwit na iyon? sabi ni Tabby.,1
"Bigla, tumakbo ang bubwit sa pasilyo at pababa sa bodega ng alak. Tignan ninyo!",1
Tumakbo sina Puti at Tabby pababa.,1
"Masyadong madilim doon sa baba, sabi ni Stanley.",1
Dito na lang ako.,1
Nakaramdam si Stanley ng ingay.,1
May isang bagay sa sala.,1
"Puti, punta ka dito! tawag ni Stanley.",1
May isang higante sa sala.,1
Nagtatakbo paakyat si Puti sa hagdan.,1
Isang higante? tanong niya.,1
Sigurado ka?,1
Si Puti ay gumapang papunta sa sala.,1
"Yun lang bintana ang kumakalampag, sabi ni Puti.",1
May huhulihin pa kong bubwit.,1
Tumakbo si Puti pabalik sa baba.,1
"Pero, nakarinig si Stanley ng isang ingay.",1
May isang bagay sa banyo.,1
Mayroon akong aso.,1
"""Ang pangalan niya ay Lala."" ",1
"""Kapag napagod, ipipitas niya si Chisco ng kahit anong bunga para kainin ito sa lilim ng isang matabang kamagong na siyang pinakapaboritong puno ni Chisco sa buong plantasyon.""",1
"""Hihilata ang bata sa lupa at sa lilim ng mga sanga, kakainin niya ang mga bungang bagong pitas ng kaniyang ama – minsan’y aratiles, mangga, mabolo, santol, rambutan, lanzones o bayabas.""",1
"“Gusto ko nandito pa siya pag malaki na ako at mag-aabot na ang mga daliri ko pag yakap ko siya!” sabi ni Chisco.""",1
"Alam mo, naririnig ka niya,” sabay takip ng daliri sa labi, na parang may nasabing isang malaking sikreto.""",1
"""Mula noon, walang araw na pinalampas si Chisco na hindi niya dinadalaw ang matabang puno ng kamagong para sabihan itong tumubo pa nang husto.""",1
"""Yayakapin niya ang katawan ng puno at kakausapin itong parang isang kaibigan.""",1
"""Tila nararamdaman ito ng puno hanggang sa kaniyang mga ugat, at nagsimula itong yumabong.""",1
"""Lumago at tumingkad ang luntiang mga dahon nito, tumibay ang katawan, namukadkad ang mga bulaklak at namunga ng kayumanggi at mamula-mulang mabolo, kahit hindi na kapanahunan.""",1
"""Ngunit isang maaliwalas na umaga noong tag-araw, hindi na dinalaw ni Chisco ang puno.""",1
"""Tuwing umaga, kinakawayan niya ang kaniyang amang paalis na upang alagaan ang kaniyang mga kabayo at mga puno.""",1
"""Kumusta, alaga naming pusa?"" sabi ni Boyet habang pinakakain siya.",1
"""Gusto niyang makalaro si Boyet na nagsasabit ng kapirasong papel sa kuwintas niyang pisi.""",1
"""Gusto rin niyang makalaro si Niño.""",1
"""Kumusta, alaga naming pusa?"" sabi ni Niño habang pinaiinom siya ng tubig.",1
"""Gusto niyang makalaro si Niño na nagsasabit din ng kapirasong papel sa kuwintas niyang pisi.""",1
"""Ang totoo, dalawa ang may-ari sa pusa, si Boyet at si Niño na nakapulot sa kaniya habang naglalaro ang dalawang bata sa malawak na bakuran ng kanilang mga bahay.""",1
"""Pero di natigil ang paghahatid ng mensahe ng pusa.""",1
"""Sa araw-araw, may mahalagang tungkulin ang karterong pusa.""",1
"Kailangan nilang mapaabot ang pagpapalipad nito sa bintana ng kanilang bahay.""",1
"""Singganda ng kalikasan, ng mismong buhay, ang kanyang mukha, at bilog tulad ng daigdig ang buhok niyang sing-itim ng gabi.""",1
"""Humuni ang mga ibon.""",1
"""Nang isukat niya ito, niyakap ng mga bulaklak ang kanyang buhok at ang mga sanga dito.""",1
"“Alam ko kasing paborito mo ang kulay na iyon.”""",1
"""Pinatingkad ng kanyang korona ang mga sanga’t dahon, pinaganda ang kanyang ulo, at pinanatiling malinis ang kanyang buhok; binigyan nito ng maayos na tahanan ang mga ibon.""",1
"“Pinipili ko ang handog ng kabataan bilang aking korona,” pahayag ng reyna sa buong mundo.""",1
"""Isang malawak na parang na maaari ninyong takbuhan? Isang gubat na hitik sa mga punong aakyatin at mga hayop na kakalaruin? Isang lawa, kung saan kayo maaaring lumangoy kasama ang mga isda mula umaga hanggang takipsilim?”""",1
"""Humakbang paharap si Maya at sinabing, “Lahat ng iyon ay naibigay mo na sa amin, Inang Kalikasan!”""",1
"""“Pero nakilala ko ang isang mabait na sundalong Hapón sa San Rafael, si Daisuke.""",1
"""Umibig siya sa isang babaeng Filipina.""",1
"""Nagsilbing tulay akó sa kanilang lihim na pag-iibigan.""",1
"""Bílang pasasalamat, ibinigay niya sa akin ang isang sombrerong pandigma.""",1
"""“Nang matapos ang giyera, maraming natuwa sa pag-alis ng mga Hapón.""",1
"""Pero hindi ko akalaing ang naiwan niyang anak sa babaeng Filipina ang aking iibigin at mapapangasawa pagláon.""",1
"""Kailangang mahawian ang sukal at mataniman ng mga bagong halaman ang harding ito,” parang biglang lumakas si Lolo.""",1
"""Nagyakap at nagtapikan sila ng mga balikat.""",1
"""Gusto niyang laging may ginagawa, gusto niyang nababantayan ang lumang bahay na ito, gusto niyang nakikita ang mga lumang gamit dito, gusto niyang nagtatanim, gusto niyang makipagkuwentuhan sa kaniyang kapanahon.""",1
"""Kapag magaling na magaling na siya, isasáma natin uli siya sa Maynila.""",1
"""Si Tiyo Luis muna ang mag-aalaga sa iyong Lolo,” dugtong ni Tatay.""",1
"""Lumapit ako kay Lolo para magpaalam.""",1
"""Babalik kaming muli kapag walang trabaho si Tatay,” sagot ko.""",1
"""Mahigpit na yakap ang ibinigay ko kay Lolo.""",1
"""“At tuwing Linggo, pangako kong lilibutin natin ang buong San Rafael.""",1
"""“Kailangang lagi tayong naghuhugas ng kamay gamit ang sabon at tubig, para sigurado tayong malinis ang ating kamay tuwing hahawak tayo sa ating sarili.”""",1
"Kung uubo, umubo sa ating siko, at huwag sa kamay.”""",1
"Paano kaya pwedeng bumati sa iba nang hindi nakikipagkamay?”""",1
"""“Tama! Pwede nga! Kaya sa panahong ito, hindi na muna tayo pwedeng lumabas ng bahay para maging ligtas tayo at ligtas din ang iba,” sabi ni Aling Marie.""",1
"""Dali-dali syang pumunta sa kanilang bintana at sumigaw, “Julie, gusto mong maglaro? Kahit hindi ako pwedeng pumunta diyan, pwede tayong maglaro!”""",1
"""Sa katunayan, kasinggaling niyang maggupit, magmasahe, at mag-ahit ang mga kasamahan, ngunit dahil hindi alam ng mga suki kung paano makikipag-usap sa kanya, doon na lang sila lumalapit sa iba.""",1
"""Namagitan na si Mang Enteng para wala nang gulo.""",1
"""Nang maiupo sa wakas si Berting sa silya, pinagpag ni Lino ang isang malinis na berdeng kapa at isinuot ito sa kanya.""",1
"""Nahuli ni Lino ang tingin niya at sinalubong kaagad ng ngiti, at pagkatapos ay ngumuso sa laruang hawak ng bata—ang asul na eroplano na regalo sa kanya ni Tatay.""",1
"""Maya’t maya ay hihinto siya para tingnan kung nakikinig pa ang barbero, pero di nagtagal ay kumbinsido na siyang mabuti siyang pinakikinggan ni Lino.""",1
"""At nang ibinida niya ito pag-uwi kay misis, na agad-agad namang ibinalita sa mga katsismisan niya, unti-unting dumami ang nagpapagupit kay Lino.""",1
"""Hindi nagtagal, dumami ang mga suki ni Lino, at siya na rin ang naging opisyal na barbero ng mga batang lalaki ng buong Barangay Siete.""",1
"""Makakapal at malalakas ang ugat na nag-aangat sa iba’t ibang bahagi ng sahig.""",1
"""Madilim na luntian ang mga dahon nito habang dalawang beses sa isang taon naman kung mamukadkad ang kulay rosas nitong bulaklak.""",1
"""Ang naglalakihan nitong sanga ay tahanan ng iba’t ibang ibong may dalang buto mula sa mga napagdapuang lugar.""",1
"""Natuklasan ng mamamayan ng Maaliwalas na iisa ang saloobin nila: walang sinuman ang may karapatang kunin ang kanilang mga halaman at puno para ipagbili sa kanila ang malinis na hangin, na nararapat na pag-aari ng lahat.""",1
"""Pinalakas ng pinagkaisang layunin, ginawa nila ang dapat ay matagal na nilang ginawa: itinaboy nila ang Meyor at ang mga galamay niya at binalaang huwag nang bumalik kailanman.""",1
"""Binawi nila ang bayan, hinayaang malayang tumubo ang mga puno at halaman, at nagtanim sa mga lugar na may kakaunting halaman.""",1
"""Dahil rito, luminis ang hangin at naging luntian ang bayan.""",1
"""Pagkatapos niyang magpahayag, nagkaisa ang taumbayan:""",1
"""Sa wakas, naging malaya na ang bayan sa haring malupit at gahaman.""",1
"""“Pumili tayo ng bagong pinuno,” pangunguna ni Pedro.""",1
"""At sumang-ayon naman ang lahat.""",1
"""Sa kanilang pagkakaisa, nailuklok nila ang isang bagong pinuno na magtataguyod at magtatanggol sa kabutihan, katarungan at kapayapaan.""",1
"""Taliwas sa likas nilang mga ugali, magkasundo ang aso at pusa.""",1
"""Para sa mga alaga nila, ang asong si Brownie at ang pusang si Muning, hindi mahaharang ng bakod ang pagkakaibigan.""",1
"""Madalas, makikita silang isinisiksik ang mga nguso sa mga butas ng bakod, nag-aamuyan at nagkukumustahan.""",1
"""Lagi silang lumulusot sa mga siwang para bumisita sa kaibigan o mamasyal sa bakuran ng isa’t isa.""",1
"""“May sungay ang hari… may sungay ang hari…”""",1
"""Lumipas ang ilang buwan, napansin ng mga tao na labindalawang barbero pa ang naglaho sa kanilang bayan.""",1
"""Agad nilang naririnig ang anomang salita na sasabihin laban sa hari.""",1
"""Huhulihin nila ang suwail na nagsabi at dadalhin sa kung saan, at saka sila uugong nang sabay-sabay para burahin at makalimutan ng mga tao ang kanilang narinig.""",1
"""Isang araw, sa sukdulan ng kasamaan ng hari, umusbong ang dalawang maliliit na sungay sa ulo niya.""",1
"""At bago siya magtago sa palasyo, binasa ng alipores ng hari ang bagong utos niya para sa mga tiktik-balang:""",1
"""Ang tagapagpatupad ng parusa: ang libo-libo niyang mga alagad na tiktik-balang — mga insektong mababagsik, matatalim ang mga ngipin, at may malalaking tenga.""",1
"""Ipinagbabawal din niya ang maraming bagay.""",1
"""Nang humupa ang alikabok, nakita ng Meyor at ng mga tauhan niya na hindi lang si Carl ang naglakas-loob na labagin ang batas, kundi lahat ng naninirahan sa bayan.""",1
"""Gumuho ang mga dingding ng mga kabahayan sa buong paligid.""",1
"""Nagsibagsakan ang mga ito at nabalot ang buong Maaliwalas ng dambuhalang ulap ng alikabok.""",1
"""Iginitgit niya pa ang ilong sa salamin, nang biglang may bali-balikong brasong sumuntok palabas ng bintana at sinapok siya sa mukha!""",1
"""KABOG! Bumagsak ang mga pader na nakapaligid sa lihim na hardin.""",1
"""“Tuwing uubo ang taong may sakit, sumasama ang virus sa kanyang ubo na maaring makahawa sa taong malapit sa kanya.""",1
"""Pwede ring magkaroon ng Coronavirus ang katabi niya.""",1
"""Pero dahil hindi niya nakikita ang virus, hindi niya alam na maaaring makahawa siya sa iba.""",1
"Pansamantala lang ito hanggang magamot ang mga may sakit at mawala na ang lahat ng virus.”""",1
"""“Naku, pasensya na, hindi po ako marunong humawak ng bata,” ang sagot ni Rex.""",1
"""“Haru, iiwan na muna natin ang Lolo mo sa lumang bahay na ito.""",1
"""Kailangang may magbantay at mag alaga sa kaniya.""",1
"""Delikado na siyang iwan sa ating bahay.""",1
"""Marami na siyang nakalilimutan, ‘ni hindi na niya táyo nakikilala, kahit ang ating mga pangalan,” sabi ni Tatay.""",1
"""Bawal daw po munang magtabi-tabi para hindi mahawa o makahawa ng… virus nga ba ang tawag doon?” sambit ni Ella.""",1
"Coronavirus ang tawag sa virus na ito.""",1
"""“Kapag mayroong virus na ito ang isang tao, pwede siyang magkaroon ng lagnat, ubo,...”""",1
"""...pananakit ng katawan, o mahirapang huminga.""",1
"""“Ang iba naman ay masakit din ang tiyan at lalamunan.”""",1
"""“Malayo po ba ‘yon? Hindi na po ba ako pwedeng makipaglaro ng 'Nanay, Tatay' kay Ben ‘pag isang metro ang layo?""",1
"""Halos tatlong taon iyong hindi kami nag-eeskuwela,” kuwento ni Lolo habang lumilinga-linga sa aming dinaraanan.""",1
"""Eroplanong pandigma palá iyon ng mga Hapón.""",1
"""Biglang-bigla, hindi na kami puwedeng maglaro.""",1
"""Sandali, naalala kong bigla si Luis, na aking kasáma at naging kaibigan sa matagal na panahon.""",1
"""“Sa bawat ipot na ibinabagsak ng mga ibon, may sumasabog at nasusunog.""",1
"""Nabagsakan ng ipot ang aming Gabaldon sa eskuwelahan.""",1
"""Pero nakamamatay palá ang ipot ng mga ibong iyon, sumasabog!""",1
"""Kaya nga lang, mabilis na nasira ang korona dahil kinuha ng mga ibon ang mga talulot at talahib para ipanggawa ng kanilang mga pugad.""",1
"""Sa sobrang liwanag nito, nasilaw si Inang Kalikasan.""",1
"""Dala naman ng buwan at mga bituin ang koronang pinilas mula sa kalangitan ng gabi, ngunit hindi naman ito mapansin dahil sing-itim nito ang buhok ng reyna.""",1
"""“Noong panahon ng giyera, nag-iba ang búhay naming mga batà.""",1
"""Kay daming hindi na namin kaagad maaaring magawa,” simula ni Lolo.""",1
"""Ngunit matigas ito’t masakit kung isusuot.""",1
"""Ang masama pa, nababasa ng tubig si Inang Kalikasan, at inaaway ng mga isda ang mga ibon.""",1
"""“Araw naman, mamamatay ang mga dahon ko kung hindi mo sila masisinagan, at hindi madidiligan ng ulan ang aking ulo kung magsusumbrero ako.”""",1
"""Napupuno ng dayami, siit, at ipot ng ibon ang ulo niyang kayganda dati.""",1
"""Sinubok niyang bugawin ang mga ibon, ngunit bumabalik lang ang mga ito upang muling gumawa ng pugad sa tuwing matutulog si Inang Kalikasan.""",1
"Ano ang gagawin ko sa buhok kong ito?” tanong ni Inang Kalikasan kay Araw.""",1
"""Natigil ang pagbibigayan nila ng masasarap na ulam kung hapunan.""",1
"""Ang problema ni Inang Kalikasan: Puno ng sanga’t dahon ang kanyang ulo.""",1
"""At di na rin nag-usap ang mga nanay nina Boyet at si Niño.""",1
"""Simula nang mailagay ang bakod, di na nakapaglaro ang dalawang bata.""",1
"""Nadamay sila sa samaan ng loob ng kanilang mga tatay.""",1
"""Naalala ng haciendero ang sinapit ng kaniyang asawa, kung kaya’t nagpasiya itong huwag nang palabasin ng bahay ang anak niya, upang huwag na itong takasan ng kaniyang hininga.""",1
"""Nanatili si Chisco sa loob ng apat na dingding ng kaniyang silid.""",1
"""Mas maikli pa sa palito ng posporo,"" madalas niyang himutok.",1
"Maikli ang buntot ko; mabuti ka pa, mahaba ang buntot mo.""",1
"""Naloloko na nga itong si Pilandok,"" sabi ng isang kawal.",1
Agad nilang itinapon sa dagat ang kawawang negosyante.,1
"Nang hindi tumigil ang paggalaw ng lubid, nagkagulo na ang mga kawal.",1
Basang-basa at halos di makahinga si Datu Usman nang makaahon sa tubig.,1
Inutusan niya ang mga kawal na itali si Pilandok at ilagay sa isang hawla.,1
"Pero walang ano-ano, may biglang kumagat sa kaniyang buntot!",1
"Habang kain nang kain si Matsing sa itaas, nilagyan ni Pagong ng tinik ang puno ng saging.",1
"""Ay, Pagong, namatay ang tanim ko."" ",1
"""Balat man kung malinamnam, hindi kita hahagisan,"" sagot ni Matsing.",1
Hindi magkasya sa sapatos ang malalaking paa ng magkapatid.,1
"Pero pagdating sa lupa ni Daginding, walang maniwalang sa buwan siya galing.",1
"Ito si Tipaklong, tamad at bulakbol.",1
Walang ginagawa sa buong maghapon.,1
"""Naku, bagyo yata!"" ang sigaw ni Langgam.",1
Maraming nasirang kahoy at pananim.,1
"Dahil nagiginaw, tiyan ay masakit.",1
"Pagdating sa lupa ni Daginding, walang maniwalang sa buwan siya galing.",1
Kaya wala siyang kamalay-malay na habang natutulog ay may dalawang dwende na lumitaw sa kanyang gawaan.,1
"Bukas ko na ito tatahiin.""",1
Paano makaiinom si Maya ng tubig sa baso?,1
Matagal na silang nagsasama pero wala pa ring anak.,1
"Noon ko lang nalaman kung ano talaga ang sakit ni Raquel, LU-KIM-YAH, gano'n ang bigkas ni Tita.",1
Hindi alam nila Raquel naiinggit ako sa kaniya.,1
Inip na inip tuloy ako sa Maynila.,1
Nagmamadaling isinugod nila si Raquel sa ospital.,1
Humingi nga ng paumanhin ang kawal kay Poknoy Palaka.,1
"""Magmula ngayon, hindi na kita paglalaruan..."" ang sabi pa nito.",1
Nagsumbong ang prinsesa sa hari At nalaman nga nito kung sino ang may kagagawan ng lahat.,1
Humaharurot ang isang kotse!,1
"Paano makatutulog ang bata kung naririnig niya ang ""BIP! BIP! BIP!""? ",1
Namumula na naman ang tuka Ay hindi pa rin makatilaok.,1
Wala namang maisagot ang kanyang mga tagapayo.,1
"Hindi ako makalabas ng bahay, hindi makapag-swimming, hindi rin pwedeng makipagkita sa mga kaibigan at kalaro.",1
Ngunit sa gitna ng kwentuhan ay ‘di maiwasan na mabanggit ang mga ilang problema tungkol sa mga bata.,1
"Magtatagal kami sa Dubai,"" pagpupumilit ni Aling Jing.",1
Inalok niya sa lola ko kaya lang ayaw ng lola ko kasi babae.,1
Ang isang puti ay hiningi ni Aling Jing.,1
"Sabi ng lola, dapat ipakapon na sila.",1
"Kaya lang mahal ang magpakapon, kaya pag nag-iinit sila inilalagay ng lola ko sa kulungan.",1
