text,emotion
"Pwede ring magkaroon ng Coronavirus ang katabi niya. Pero dahil hindi niya nakikita ang virus, hindi niya alam na maaaring makahawa siya sa iba.",1
"""Naku, pasensya na, hindi po ako marunong humawak ng bata,"" ang sagot ni Rex.",1
"""Takot akong madaplisan siya ng gunting kung bigla siyang maglilikot sa silya.""",1
"""Naghintay sila, pero naglahong parang bula ang mga ito sa bubungan.""",1
Parang may naririnig siyang huni mula sa loob ng bahay!,1
Gumuho ang mga pader na nakapaligid sa lihim na hardin.,1
Ipinagbabawal din niya ang maraming bagay. Lahat ay takot sa kaniya.,1
"Ang lumabag sa kaniyang utos, tiyak na makatitikim ng mabagsik na parusa.",1
"Ang tagapagpatupad ng parusa: ang libo-libo niyang mga alagad na tiktik-balang ? mga insektong mababagsik, matatalim ang mga ngipin, at may malalaking tenga.",1
Agad nilang naririnig ang anomang salita na sasabihin laban sa hari.,1
"Huhulihin nila ang suwail na nagsabi at dadalhin sa kung saan, at saka sila uugong nang sabay-sabay para burahin at makalimutan ng mga tao ang kanilang narinig.",1
"""Kinabukasan, nang humangin nang malakas, kasabay ng langitngit at lawiswis ay iniluwal ng mga kawayan ang isang umaalulong na tinig:  ""May sungay ang hari, may sungay ang hari!""",1
Nangilabot ang mga tao sa narinig.,1
"""Hoy! Anong ginagawa niyo? Ibaba niyo ako! Ibaba n'yo ako! Ibinaba nga siya ng mga ito  sa bunganga ng isang bulkan!""",1
"""May multo daw sa ilalim ng kama!"" sabi ni Sofia kay Miguel na kinakabahan.",1
Nagulat si Lia nang biglang umugong ang malakas na kulog.,1
Nagulat si Lia nang biglang umugong ang malakas na kulog.,1
"""May aswang sa labas!"" sigaw ni Juan kay Maria na natatakot.",1
Kinikilabutan si Carla nang madinig ang kakaibang tunog mula sa kagubatan.,1
"""May mumu sa ilalim ng hagdang-hagdang!"" sabi ni Ben kay Aya na takot sumilip.",1
Napansin ni Alex ang malaking gagamba sa kanyang kwarto at natakot.,1
Nagtago si Gab sa ilalim ng kanyang kumot nang maramdaman ang malakas na ulan.,1
"""May multo sa pintuan!"" bulong ni Jamie kay Liam na kinakabahan.",1
Napansin ni Nina ang anino sa pader at biglang natakot.,1
"""Natatakot ako sa dilim!"" reklamo ni Sofia sa kanyang kuya.",1
"""May kumakatok sa bintana!"" sabi ni Marco kay Angel na natakot.",1
Kinikilabutan si Ella nang makarinig ng kwento tungkol sa mga aswang.,1
Napraning si Mia nang may biglang sumulpot na ibon sa kanyang tabi.,1
Natatakot si James sa ingay ng malakas na kulog at kidlat.,1
Nagulat si Paolo nang biglang bumukas ang pinto nang mag-isa siya sa kwarto.,1
Nagtakbuhan sina Jake at Giselle nang may biglang sumulpot na alitaptap.,1
Natatakot si Kayla sa madilim na kagubatan kaya't nagdala ng flashlight.,1
Kinikilabutan si Marco nang maramdaman ang malamig na simoy ng hangin.,1
"""Ayoko ng dilim, nakakatakot!"" reklamo ni Sophie sa kanyang tatay.",1
Galit na galit si Herodes pero di siya nagpahalata.,2
"Pag nalaman niya kung nasaan ang sanggol, ipapatay niya ang sinasabing Hari ng mga Hari.",2
Galit na galit si Herodes nang hindi magbalik sa kanya ang tatlo.,2
Iniutos niyang patayin ang lahat ng sanggol.,2
Bakit kasi isinilang pa ako?,2
Galit nitong pinatigil ang lahat sa paghahabulan.,2
"Hindi mo dapat tinatakot ang iyong kapatid, ang sabi ng hari sa kawal.",2
At hindi mo dapat pinaglalaruan ang mga palaka.,2
Pagbabayaran mo ang ginawa mo sa akin!" ,2
galit na galit na sabi ng Datu sa binata. ,2
Itapon sa dagat ang manlolokong iyan! ,2
"Luko-luko yata ang taong ito. Lumalapit na ang suwerte, ayaw pa, ",2
Nasaan ang Pilandok na iyan?" galit na galit na tanong ng Datu nang magkamalay,2
"Inggit na inggit ang mga babae kay Maria, lalo na sina Tiya Justa, Juanita, at Jovita.",2
Inggit na inggit sila sa di nakilalang si Maria.,2
Sakim at malupit si Datu Usman.,2
Mabagsik siyang magparusa sa sinumang tumutol at ayaw sumunod.,2
Hinakot ng mga kawal ang lahat ng ginto.,2
"Sinamsam nila ang mga suklay, hikaw, singsing, at iba pang alahas na may ginto.",2
Sinamsam nila ang mga kasangkapan ng taumbayan na yari sa ginto.,2
at galit na galit siya kay Datu Usman.,2
Sino ka?!? mabagsik na sigaw ng datu.,2
"Kawal, palayasin ang pulubing ito!",2
Baliw ka ba? Paano ako magkakaginto sa alaga mong payat na manok?,2
Umiral ang kasakiman ng datu at pumayag sa mga hiling ni Pilandok.,2
Marami namang kagalit si Pikpakbum.,2
"""Hep! Sa ating paghahati, ako muna ang pipili,"" sabi ni Matsing.",2
"""Hindi maaari! Ako ang nakakita kaya ako ang 'unang pipili!"" sabi ni Matsing.",2
Hindi na niya binigyan ng saging si Pagong.,2
"""Hoy Matsing! Bigyan mo naman ako,"" sigaw ni Pagong.",2
"""Balat man kung malinamnam,  hindi kita hahagisan,"" sagot ni Matsing.",2
Nagalit si Pagong sa sagot ni Matsing.,2
"""Salbahe ka, Pagong! Magbabayad ka!""",2
"""Dahil sa ginawa mo,"" sabi ni Matsing, ""tatadtarin kita nang pinong-pino.""",2
"""Alam ko na! Iluluto na lang kita. Iluluto kita hanggang mamatay ka!""",2
"""A, hindi! hahagis na lang kita sa ilog para ikaw ay malunod,"" sabi ni Matsing.",2
"""Tama na!"" napasigaw si Ching ng malakas sa kanya kuya",2
Hinampas ni Kikay ang pintuan nang malaman niyang nawawala ang kanyang tsokolate.,2
Nagngingitngit si Pinggoy dahil sinaktan siya ng kaibigan.,2
Sumigaw si Tintin nang madapa at mabasag ang kanyang laruan.,2
Nagdabog si Bongbong nang hindi makuha ang gusto niyang laruan.,2
Umiiyak si Tina dahil sa sobrang inis sa kanyang kapatid.,2
Naglalakad si Juan ng mabilis sa sobrang galit sa kanyang kaibigan,2
Binuksan ni Tatay ang pinto ng bahay,2
"""Ayaw ko na maglaro sa'yo! Umalis ka na lang.""",2
"""Nakakainis ang ginawa mo! Hindi kita kaibigan.""",2
"""Grabe ka magalit! Hindi mo kailangang sumigaw ng ganun.""",2
"""Tama na!"" galit na galit niyang sinabi",2
"""Grrr! Ayoko na! """,2
Nagtampo si Miguel nang hindi siya pinili bilang kapitan ng kanilang team sa laro.",2
Nagsungit si Gino nang hindi makuha ang gusto niyang laruan sa tindahan.,2
Nagmukmok si Ching sa isang sulok ng pinagalitan ng kanyang ina,2
"""Nakakainis!"" sabi ni Kiko nang madapa siya sa putik habang naglalaro.",2
"""Ayokong pakasal sa prinsesa! Ayokong pakasal sa prinsesa!""  sigaw ni Pilandok.",2
Tila nagpumiglas itong palayain ang sarili sa lupa at nagsumulang gumapang.,2
May malaking problema lang si Boyet at si Nino. Magkagalit ang kanilang mga tatay.,2
Nagsimula ang alitan nang bakuran ng ama ni Boyet ang lupa.,2
"""Ayokong makitang nagpupunta ka sa bahay na-kahoy,"" sabi ng tatay ni Nimo. Alam niyang bahay nina Boyet ang tinutukoy ng tatay niya.",2
"""Huwag na huwag ka nang pupunta sa bahay na-bato,"" sabi ng tatay ni Boyet. Alam niyang bahay nina Nino ang tinutukoy ng tatay niya.",2
"Dala ng mga sirena't siyokoy ang isang koronang yari sa koral, tubig dagat, at mga isda. Ngunit matigas ito't masakit kung isusuot. Ang masama pa, nababasa ng tubig si Inang Kalikasan, at inaaway ng mga isda ang mga ibon.",2
"Naghandog naman ang mga higante ng koronang gawa sa daumbuhalang mga bato. Agad itong tinanggihan ng reyna, ni hindi na niya ito isinukat. Masyado itong malaki at mabigat!",2
"""Oy, Melo! Nakita ko na naman yung aso mong natutulog sa kinalkal niyang hukay sa taniman ko ng sunflower!""",2
"""O, talaga? Puwes, nahuli ko yung pusa mong sumusubok umebak sa mga repolyo ko nitong umaga!""",2
"""Yan ang napapala mo dahil hinahayaan mong ihian ng aso mo ang mga rosas ko!""",2
"""At para namang hindi mo binabayaang akyatin ng pusa mo ang mga tanim kong pipino?""",2
"nagtatalo tungkol sa mga napisat na pako, nginatngat na dahon, tinaob na paso, at binunot na halaman.",2
Sinunog ng militar ang buong bayan at ang mga tao'y pinagpapatay,2
"Sinisigawan ng Meyor ang mga guwardiya para hulihin si Carl at itapon sa bilangguan, ngunit?",2
"""Hindi ito dapat malaman ng mga tao! pasiya ng hari.""",2
"Pagkatapos niyang magpahayag, nagkaisa ang taumbayan: ""Tumubo ang mga sungay na 'yan dahil sa labis niyang kasamaan!""",2
Sama-samang sumugod sa palasyo ang mga tao para usigin ang hari tungkol sa kaniyang mga sungay.,2
Kaya't sinira nila ang pinto at nagpumilit silang pumasok.,2
"""Oo! May sungay nga ako! E ano ngayon? May sungay ang hari, at hindi ito mababali!"" singhal ng hari.",2
Galit si Kiko dahil iniwan siyang mag-isa sa playground.,2
Sumimangot si Carlo nang hindi siya mabigyan ng gusto niyang laruang robot.,2
"""Hindi mo dapat ginawa 'yan!"" sigaw ni Marco sa kaibigan na nakakalimutan ang pangako.",2
"""Bakit mo ginawang ganyan?"" sabi ni Maya kay Miguel na kinuha ang kanyang krayola.",2
"Nahulog ang ice cream ni Bianca, kaya't nagsimula siyang magtampo at magalit.",2
Galit si Aiden dahil tinatapakan ng kapatid ang kanyang mga laruan.,2
Nagngingitngit si Lia nang makita niyang may pumutol ng kanyang artwork.,2
"""Hindi ko gusto 'yan!"" reklamo ni Paolo nang ipinilit sa kanya ang kakaibang pagkain.",2
Naiinis si Sophia dahil inaagaw ng kaklase ang kanyang upuan.,2
"""Ayoko sa'yo!"" sigaw ni Enzo kay Jake na kinukulit siya.",2
"""Masama ka!"" sabi ni Bella kay Lucas na nangang-asar.",2
Galit na galit si Celine nang makita ang mga gasgas sa kanyang bagong bike.,2
Nagwawala si Mia nang mawala ang kanyang paboritong tsokolate.,2
"""Nakakainis ka!"" sabi ni Jason nang itapon ng kaibigan ang kanyang papag.",2
Naiinis si Dominic dahil tinapon ang kanyang inipit na papel sa basurahan.,2
"""Hindi mo ako nirerespeto!"" sabi ni Giselle kay Andre na hindi nagbibigay ng atensiyon.",2
Naiinis si Kyle dahil sinadyang masaktan siya ng kaibigan.,2
"""Ayaw ko sa'yo!"" sigaw ni Max kay Ella na nagtatawa sa kanya.",2
"""Sinasadya mo ba 'yan?"" tanong ni Luis kay Carlo na nang-aasar.",2
Nagtampo si Miguel nang hindi siya kasama sa laro ng mga kaibigan.,2
"""Bawal mangopya!"" sabi ni Teacher kay Alex na nagche-cheat sa klase.",2
Galit si Sean dahil iniwan siya ng best friend sa school.,2
"""Hindi ka marunong makinig!"" reklamo ni Kelly kay Jacob na laging nakikipagtalo.",2
"""Hindi kita kaibigan!"" sabi ni Sofia kay Ella na nang-aapi.",2
"""Wala kang pakialam!"" sigaw ni Kat kay Dan na hindi nagtutulong.",2
Galit si Grace dahil nasira ang kanyang mga laruan ng kapatid.,2
"""Wala kang respeto!"" sigaw ni Miguel kay Jenny na nagtatawanan sa klase.",2
"Hindi na ako malulungkot, sigaw ni Bathala na tuwang-tuwa.",3
Tuwang-tuwa ang mga tao sa ginawang himala ni Bathala.,3
"Katamtaman na ang init at lamig! Salamat, O Bathala! sigaw nila.",3
Noon lamang sila nakakita ng ganoon kagandang tala.,3
Magpugay tayo sa kanya! sabi ng isa.,3
Isinilang na ang Hari ng mga Hari!,3
Tuwang-tuwa sila na makita ang Hari ng mga Hari.,3
"Sa lahat ng aking mga pinsan, siya ang aking hinahangaan. ",3
Bilib na bilib ako kay Raquel. ,3
"Wow? Ang galing-galing,",3
Wiling wili ako sa pakikinig at pangangarap ng sinasabi niyang pambihirang daigdig. ,3
May ngiti na uli ang kaniyang labi.,3
"Hinimas si Onyok, kinantahan, pinatawa.",3
"Masayang nagigising, nanggigising na masaya,",3
"Ang mahiyaing manok, Iniunat ang likod, Ikinuskos ang paa, Itinaas ang leeg, Inilatag ang pakpak, At saka tumilaok Nang matinis at sunud-sunod:",3
"Paglaki ko, ako naman ang magtuturo Sa mga mahiyaing batang manok Kung paano ang pagtilaok.",3
Tuwang-tuwa si Poknoy Palaka.,3
Iyon lang at masaya nang nagtatalon palayo si Poknoy Palaka.,3
Masaya siya dahil may magandang aral siyang natutunan.,3
"""Nagustuhan mo ba ang aking kuwento, apo?"" ""Opo, lola!""",3
Upang may makain silang masarap na keso araw-araw.,3
sa paligid ng buwan ay masayang luminga-linga.,3
Totoo nga pala! sigaw niyang buong saya.,3
Nagtawanan lamang ang mga kawal.,3
Gusto kong pakasal sa prinsesa!,3
"Kung sisisid ako sa kahariang iyon, tiyak na marami pang perlas at alahas ang makukuha ko",3
"""Kaibigang Langgam, halika't maglaro"" Sabi ni Tipaklong na pabiro-biro.",3
"""Ang sarap mag-aliw!",3
pakanta-kanta at patalon-talon.,3
Mahal na mahal ni Tiya Justa ang dalawa,3
"""Halika't mas mainam itong iulam!""",3
"Tuwang-tuwang kinain nina Tiya Justa, Juanita, at Jovita ang alimango. ",3
"""Pakakasalan daw ng Prinsipe ang may-ari ng sapatos,"" nasasabik na sabi ng dalawang kapatid ni Maria.",3
Ipinahanda ang isang maringal na kasal.,3
"Dumalo sa palasyo ang mga tao para tingnan ang magandang asawa ng Prinsipe, ang magandang si Mariang Alimango.",3
At nanaginip si Datu Usman ng isang malaki't gintong sarimanok.,3
"""Magkano, magkano ang manok mo?"" sabik na tanong ng datu.",3
Tinapik pa uli ng datu ang manok bago ito pakawalan sa silid at lumabas ang ikaapat na butil ng ginto!,3
Napanaginip niya ang mahiwagang manok at punong-puno ng ginto ang silid nito!,3
Maraming kalaro si Tiktaktok.,3
"""Ang sarap,""",3
Naging magkaibigan na sila.,3
Magmula noon ay nagbago na si Pikpakbum.,3
Hindi na sila nag-aaway ng kaniyang kapatid.,3
At tumawa nang tumawa habang mabilis na tumatakbo.,3
"""At hindi kita narinig na umiyak. Napakatapang ng aking anak!",3
Ikaw ang matapang kong Beybi Dan!",3
"Kahanga-hanga ang pagkakagawa, sabi nito.",3
Bago matulog ay pinainom niya ng gamot si Jelina at nagpasalamat sa Diyos sa biyaya nito sa araw na iyon.,3
Tapos na ang mga iyon at kamangha-mangha dahil sa pulidong pagkagawa.,3
"""Napakaganda at walang kaparis ang mga sapatos mo,"" wika ng mamimili.",3
"""Irerekomenda ko sa aking ma kakilala na dito na sila bumili.""",3
"""Maraming salamat po,"" natutuwang sabi ni Donillo.",3
"Matapos painumin ng gamot si Jelina, nagdasal ng pasasalamat si Donillo bago matulog.",3
Paggising niya ay apat na pares ng magaganda at kakaibang sapatos ang nakadispley sa kanyang tindahan.,3
"Magaling na ako, wika ni Jelina. ",3
Dumami ang mga mamimili ni Donillo. ,3
Nabawi na rin niya ang perang naubos sa pagpapagamot ni Jelina.,3
"""Malaki ang utang na loob natin sa kung sinumang tumutulong sa atin,"" wika ni Donillo.",3
"""Dahil sa kanila ay muling gumaan ang ating buhay.""",3
Nag-isip ang mag-asawa kung ano ang maaaring ipalit sa kagandahang loob ng mga dwende.,3
Nagsayawan sa tuwa ang dalawang dwende.,3
"""Nagustuhan n'yo ba?"" nakangiting tanong ni Jelina. Tumango ang dalawa at yumuko.",3
Nagpalitan ng tingin ang mga dwende. Pagkatapos ay sabay na tumango. Niyakap ni Jelina ang mga ito.,3
Mula noon ay lalong naging popular ang pagawaan ng sapatos ni Donillo. ,3
Naging popular din ang dalawang dwende na araw-araw ay iba ang isinusuot na damit dahil itinatahi sila ni Jelina.,3
"Sa wakas, nakainom din si Maya.",3
Tuwang-tuwa si Ching! ,3
Makinang ang mga ito sa dilim!,3
Hay! Nakahinga rin siya nang maluwag!,3
Tumingala si Ching at namangha siya sa kaniyang nakita,3
Ang ganda pala pag ganitong madilim!,3
Ang dami palang makikita kahit madilim!" manghang nasabi ni Ching sa sarili,3
"Maya-maya pa, may naghiyawan sa mga kapitbahay at halos sabay-sabay na lumiwanag ang mga kabahayan, ",3
Laking tuwa niya nang makatagpo siya ng sombrero.,3
Nagtawa nang malakas si Matsing,3
"""Mas maganda ang nakuha ko.",3
"""Tiyak na mabubuhay ito dahil may ugat na,"" sabi ni Pagong.",3
Lumaki ito nang lumaki hanggang mamunga.,3
"Pero pagbagsak sa tubig, biglang nagtawa si Pagong.",3
"May isang haciendero sa isang bayan sa katimugan, na may plantasyon ng mga punong namumunga at alagang mga kabayo.",3
"Minsan siyang nagkaroon ng kabigha-bighaning asawa na may ngiting tila banayad na sikat ng araw sa kaniyang mukha, at kung tumawa'y tila kuliling ng maliliit na kampanilya.",3
"Hilig niya ang tumakbo sa kakahuyan nang nakayapak, at sumakay ng kabayo sa paligid ng bukid nang walang siya.",3
Lagi siyang puno ng lakas at sigla na kung minsa'y kinakapos tuloy siya ng hininga.,3
"Ngunit tuwing naririnig niya ang halinghing ng mga kabayo at nasasamyo ang mapang halinang simoy ng hangin na labas-masok sa malalapad na bintana ng kanilang malaki at lumang bahay, nalilimutan na niya ang lahat.",3
"""Chisco"" ang tawag ng bata sa sarili. Mahina ang kaniyang katawan at sakitin, bagamat taglay niya ang ngiti at sigla ng kaniyang ina.",3
"Ganunpaman,gustong-gusto pa rin niya ang maglaro sa labas.",3
"Kung maaabutan niya ang ama sa plantasyon, hahayaan siya nitong mamulot ng mga sanga, kulisap, at mga tuyong dahon.",3
"Kapag napagod, ipipitas niya si Chisco ng kahit anong bunga para kainin ito sa lilim ng isang matabang kamagong na siyang pinakapaboritong puno ni Chisco sa buong plantasyon.",3
"Hihilata ang bata sa lupa at sa lilim ng mga sanga, kakainin niya ang mga bungang bagong pitas ng kaniyang ama minsa'y aratiles, mangga, mabolo, santol, rambutan, lanzones o bayabas",3
"""Gusto ko nandito pa siya pag malaki na ako at mag-aabot na ang mga daliri ko pag yakap ko siya!"" sabi ni Chisco.",3
"Yayakapin niya ang katawan ng puno at kaka-usapin itong parang isang kaibigan. Tila nararamdaman ito ng puno hanggang sa kaniyang mga ugat, at nagsimula itong yumabong.",3
"Lumago at tumingkad ang luntiang mga dahon nito, tumibay ang katawan, namukadkad ang mga bulaklak at namunga ng kayumanggi at mamula-mulang mabolo, kahit hindi na kapanahunan.",3
"Tuwing umaga, kinakawayan niya ang kaniyang amang paalis na upang alagaan angg kaniyang mga kabayo at mga puno.",3
"Pinuno niya ang kuwarto ng anak ng maraming bagay - iba't ibang mga laruan, istanteng puno ng mga libro, isang bunton ng makukulay na papel, pintura, at mga lapis na pangguhit at pangsulat.",3
"Kinarga si Chisco ng kaniyang ama at isinakay sa kabayo. Dahan-dahan, nagsimula siyang umugoy-ugoy. Maya maya'y napangiti siya at nabakas sa mukha niya ang kaligayang tila tuma talbog sa apat na sulok ng kaniyang kuwarto.",3
"""Pinagawa ko itong kabayong tumbatumba mula doon sa puno ng kamagong na namatay,"" sabi nito sa anak, at napangiti lang si Chisco at sinabing, ""Alam ko po.""",3
"Inilagay nila ang kabayo sa tabi ng bintana, at doon, naglagi si Chisco, paugoy-ugoy, nagkukunwaring nakasakay sa isang totoong kabayo atlumilibot sa plantasyon ng kaniyang ama.",3
"Iniisip niyang nakikipagkarera siya hanggang sa labas ng tarang kahan. Iniisip niyang malaki na siya, at naglalakbay sa malalayong lupain, dala-dala ang marami niyang kayamanan sa kaniyang kuwarto - ang kaniyang mga laruan, libro, instrumentong pangmusika.",3
Ganito ang masasaya at huling araw ni Chisco sa plantasyon.,3
"Hindi na ako malulungkot, sigaw ni Bathala na tuwang-tuwa.",4
Tuwang-tuwa ang mga tao sa ginawang himala ni Bathala.,4
"Katamtaman na ang init at lamig! Salamat, O Bathala! sigaw nila.",4
Noon lamang sila nakakita ng ganoon kagandang tala.,4
Magpugay tayo sa kanya! sabi ng isa.,4
Isinilang na ang Hari ng mga Hari!,4
Tuwang-tuwa sila na makita ang Hari ng mga Hari.,4
"Sa lahat ng aking mga pinsan, siya ang aking hinahangaan. ",4
Bilib na bilib ako kay Raquel. ,4
"Wow? Ang galing-galing,",4
Wiling wili ako sa pakikinig at pangangarap ng sinasabi niyang pambihirang daigdig. ,4
May ngiti na uli ang kaniyang labi.,4
"Hinimas si Onyok, kinantahan, pinatawa.",4
"Masayang nagigising, nanggigising na masaya,",4
"Ang mahiyaing manok, Iniunat ang likod, Ikinuskos ang paa, Itinaas ang leeg, Inilatag ang pakpak, At saka tumilaok Nang matinis at sunud-sunod:",4
"Paglaki ko, ako naman ang magtuturo Sa mga mahiyaing batang manok Kung paano ang pagtilaok.",4
Tuwang-tuwa si Poknoy Palaka.,4
Iyon lang at masaya nang nagtatalon palayo si Poknoy Palaka.,4
Masaya siya dahil may magandang aral siyang natutunan.,4
"""Nagustuhan mo ba ang aking kuwento, apo?"" ""Opo, lola!""",4
Upang may makain silang masarap na keso araw-araw.,4
sa paligid ng buwan ay masayang luminga-linga.,4
Totoo nga pala! sigaw niyang buong saya.,4
Nagtawanan lamang ang mga kawal.,4
Gusto kong pakasal sa prinsesa!,4
"Kung sisisid ako sa kahariang iyon, tiyak na marami pang perlas at alahas ang makukuha ko",4
"""Kaibigang Langgam, halika't maglaro"" Sabi ni Tipaklong na pabiro-biro.",4
"""Ang sarap mag-aliw!",4
pakanta-kanta at patalon-talon.,4
Mahal na mahal ni Tiya Justa ang dalawa,4
"""Halika't mas mainam itong iulam!""",4
"Tuwang-tuwang kinain nina Tiya Justa, Juanita, at Jovita ang alimango. ",4
"""Pakakasalan daw ng Prinsipe ang may-ari ng sapatos,"" nasasabik na sabi ng dalawang kapatid ni Maria.",4
Ipinahanda ang isang maringal na kasal.,4
"Dumalo sa palasyo ang mga tao para tingnan ang magandang asawa ng Prinsipe, ang magandang si Mariang Alimango.",4
At nanaginip si Datu Usman ng isang malaki't gintong sarimanok.,4
"""Magkano, magkano ang manok mo?"" sabik na tanong ng datu.",4
Tinapik pa uli ng datu ang manok bago ito pakawalan sa silid at lumabas ang ikaapat na butil ng ginto!,4
Napanaginip niya ang mahiwagang manok at punong-puno ng ginto ang silid nito!,4
Maraming kalaro si Tiktaktok.,4
"""Ang sarap,""",4
Naging magkaibigan na sila.,4
Magmula noon ay nagbago na si Pikpakbum.,4
Hindi na sila nag-aaway ng kaniyang kapatid.,4
At tumawa nang tumawa habang mabilis na tumatakbo.,4
"""At hindi kita narinig na umiyak. Napakatapang ng aking anak!",4
Ikaw ang matapang kong Beybi Dan!",4
