text,emotion
"Yari sa matabang lupa at sa malinaw at bughaw na dagat ang palda ni Inang Kalikasan. Ang kanyang blusa naman, gawa sa isang hardin ng puting mga bulaklak na kaygaganda at kaybabango.",3
"Mula ulo hanggang paa, balot siya ng makinis na kayumanggi mula sa matitibay na puno ng kagubatan. Singganda ng kalikasan, ng mismong buhay, ang kanyang mukha, at bilog tulad ng daigdig ang buhok niyang sing-itim ng gabi.",3
"""Iyon nga!"" sabi ni Inang Kalikasan. ""Napakahusay mo talaga, o Araw na kayliwanag!""",3
"""Korona! Isang korona!"" Nagtatalon sa galak si Inang Kalikasan. ""Iyon ang kailangan ko korona!""",3
Sinuman ang makapaghandog ng pinakamagandang korona ay makakatanggap ng gantimpala.,3
"Kinabukasan, pagsilip ni Inang Kalikasan sa kanyang bintana, nakita niya ang mahabang pila ng kanyang mga nasasakupan.Bawat isa sa kanila, may dalang korona para sa kanilang reyna.",3
"Nagpasalamat si Inang Kalikasan sa mga mamamayang-dagat, at tinawag ang susunod sa pila.",3
Dala naman ng mga diwata mula sa kanilang hardin ang isang korona ng mga bulaklak. Naghabi ang mga kadena ng iba't ibang kulay at kumpol ng mga talulot sa koronang gawa ng mga diwata.,3
"""Pagbati sa iyo, Inang Kalikasan!"" wika ni Maya, ang pinuno ng mga bata.Inilabas ni Maya mula sa kanyang buslo ang isang bahay-ibon. ""Pininturahan ko ito ng luntian,"" sabi ni Maya.  ""Alam ko kasing paborito mo ang kulay na iyon.""",3
"Sumunod ang iba pang mga bata. Bawat isa sa kanila, may dalang sariling bahay-ibon, bawat isa'y iba't iba ang kulay at hugis. Bawat isa sa kanila, marahang ipinatong ang kanyang bahay-ibon sa ulo ni Inang Kalikasan, at bawat isa rito ay agad na binahayan ng isa pang ibon.",3
"Nang maipatong ng huling bata ang kanyang bahay-ibon sa ulo ni Inang Kalikasan, tumingin ang reyna sa salamin. Pinatingkad ng kanyang korona ang mga sanga't dahon, pinaganda ang kanyang ulo, at pinanatiling malinis ang kanyang buhok; binigyan nito ng maayos na tahanan ang mga ibon.",3
"Ngumiti si Inang Kalikasan. ""Pinipili ko ang handog ng kabataan bilang aking korona,"" pahayag ng reyna sa buong mundo. ""Ngayon, mga bata, ano ang inyong nais?""",3
"Humakbang paharap si Maya at sinabing,  ""Lahat ng iyon ay naibigay mo na sa amin, Inang Kalikasan!"" Ngumiti si Inang Kalikasan.",3
"Humuni ang mga ibon. Sumayaw ang reyna at ang mga bata. Ngumiti ang lahat, nagsipagtawanan, at sumalisa sayawan.",3
"Nagpatuloy ang kasiyahan, hanggang dumating na sa wakas ang buwan at mga bituin, at panahon na para mahimbing.",3
"Ngayong araw, ipapasyal namin si Lolo Juanito. Ito ang unang beses na ipapasyal namin siya.",3
"Maraming taon na ring nakatira sa aming bahay si Lolo, mula noong ipinanganak ako hanggang ngayong Grade 4 na ako.",3
"Noong di pa ako nag-aaral, si Lolo ang aking kasama sa bahay. Lahat ng laruang-papel, itinuturo niya sa akin kung paanong gawin.",3
"Si Lolo, nag-iisang anak.Si Tatay na nag-iisang anak ni Lolo. Ako, nag-iisang anak ni Tatay.",3
"Pagkaandar na pagkaandar ng kotse, nagsimula na rin ang mahabang-mahabang kuwento ni Lolo. Na sa tabi siya ni Tatay, ako naman, na sa likod.",3
"Nagsimula uli ang kuwento ni Lolo sa noong panahon ng giyera. ""Noong panahon ng giyera, nag-iba ang buhay naming mga bata. Kay daming hindi na namin kaagad maaaring magawa, "" simula ni Lolo.",3
Tuwang-tuwa kaming masilayan sa kalangitan ang mga dambuhalang ibon! Hindi namin mabilang.,3
"Nagtatatal? kami sa katuwaan dahil sa tanang b?ay namin, noon l?ang kami nakak?a ng ganoon kalalaking ibon.",3
Ito ang aming Gabaldon! sabay turo sa isang lumang gusali ng paaralang nadaanan namin.,3
"Pero nakilala ko ang isang mabait na sundalong Hapon sa San Rafael, si Daisuke.",3
Umibig siya sa isang babaeng Filipina.,3
"Nagsilbing tulay ako sa kanilang lihim na pag-iibigan. Bilang pasasalamat, ibinigay niya sa akin ang isang sombrerong pandigma.",3
"Nang matapos ang giyera, maraming natuwa sa pag-alis ng mga Hapon.",3
"Kailangang mahawian ang sukal at mataniman ng mga bagong halaman ang harding ito, parang biglang lumakas si Lolo.",3
"""Luis, ikaw ba iyan?"" tanong ni Lolo sa lalaking lumapit sa kaniya. Nagyakap at nagtapikan sila ng mga balikat.",3
"Nakilala ko na rin si Luis, ang kaibigan at laging kasama sa mahabang kuwento ni Lolo.",3
"Sa tingin ko, nadagdagan pang lalo ang lakas ni Lolo.",3
Halika kayo! Siya si Izumi ang anak ng kaibigan kong Hapon na si Daisuke. Siya ang aking napangasawa. Nagkaroon kami ng Ichiro.,3
Mahigpit na yakap ang ibinigay ko kay Lolo. Nakilala na niya uli ako.,3
"Aba, marami rin akong kuwento noong bata na tiyak na magugustuhan mo! pangako ni Tatay.",3
Gusto ko na agad na dumating ang Sabado at Linggo!,3
Gusto kong makilala si Tatay noong bata siya.,3
"Gusto kong malaman ang kuwento ng San Rafael! At higit sa lahat, gusto kong dalawin ang mahal kong Lolo, si Lolo Juanito!",3
"makikita silang isinisiksik ang mga nguso sa mga butas ng bakod, nag-aamuyan at nagkukumustahan",3
Lagi silang lumulusot sa mga siwang para bumisita sa kaibigan o mamasyal sa bakuran ng isa't isa.,3
"Tatakas na lang sila nang magkasama, tulad ng ginagawa ng matatalik na magkaibigan",3
"Aaliwin ni Brownie si Melo sa laro ng tapon-balik, at kakalong si Muning kay Lucing para maglambing.",3
" Natutuwa sila sa pagtatanim at paghahalaman, pero ang mga alaga nila ang pumapawi ng kanilang pangungulila",3
namukadkad sa dalawa ang diwa ng mabuting pakikisama tuwing nagkikita sila sa labas,3
"Habang lalo silang nagkakakilala, lumilitaw ang mabubuti nilang katangian at naging mas madaling ipagpalipas na lang ang dati nilang mga hidwaan.",3
"Umaga iyon, at pareho silang bumangong sabik na muling alagaan ang mga hardin",3
nagpalitan ng ngiti sina Melo at Lucing at nagkumustahan,3
"Pareho kami ng tatay mo, may nunal sa talampakan!",3
ipinaghele ako ng matatamis na kuwento nina Nanay at Tatay tungkol sa nilisan nilang bayan,3
Lalo akong nasabik na makitang muli si Elias at ang kanyang mga puno ng narra,3
Dinala niya ako sa kanyang gubat at namangha ako sa aking nakita,3
Tila naumid ako sa kahanga-hangang tanawin,3
"mauunawaan mo na tulad ng Diyos, may angking kakayahan ang tao sa paglikha, at hindi lamang sa pagpuksa.",3
 narinig ko ang laguklok ng tubig mula sa kung saan,3
"Dumadaloy na uli ang natuyong bukal, at pati ang ilog ay muling nagkabuhay!",3
"Napansin ko rin na ikinalat ng hangin ang mga buto kung kaya't sumibol din ang mga hardin, parang, palumpong, at mga bulaklak sa paligid",3
malaki ang nagging epekto ng mga puno ni Elias sa unti-unting pagbabagong-anyo ng paligid,3
 ganap na ang tubo ng mga puno ni Elias,3
"May baon kamingkanin, inihaw na bangus, itlog na pula, at kamatis at pinagsaluhan namin ito sa ilalim ng matatayog na puno",3
Nagdiwang ang mga tao sa tila muling pagsilang ng bayan,3
Ang dating mabalasik na hangin na sumalubong sa akin ay napalitan ng banayad at mabangong simoy,3
"Sari-saring huni ng ibon ang maririnig,kasaliw ng lagaslas ng tubig mula sa bukal at ilog",3
Napangiti ako dahil mistulang umuulan ng bulak sa paligid at panay ang hagikgikan ng mga bata habang hinahabol at sinasalo ang mga bulak,3
Mukhang natuwa siya nang makita ako dahil noon ko lang kasi siya nakitang ngumiti,3
"Mula sa gilid ng bundok, tinanaw namin ang komunidad sa ibaba, ang masagana, masaya,at luntiang paligid na bunga ng ilang taon niyang pagtatanim ng mga puno",3
wala ang lahat ng ito kundi dahil sa iyo,3
"Sa mga sumunod na araw, bumalik na naman sina Aling Dolor, Mang Tonyo at Aling Tesi",3
Dinengdeng ang pinakapaborito kong ulam na iniluluto ni Nanay,3
"""Salamat sa mga kapitbahay natin, mahal ang presyo ng mga gulay ngayon sa palengke,""",3
"""Ito kaya ang sinasabi ni Titser na bayanihan?""",3
"""Bayan ng anihan ang ating bayan dahil halos lahat, puwedeng itanim at anihin dito sa atin,""",3
"""Itanim natin"" Tay ang mga gulay na nasa bahaykubo,",3
"""Magkakaroon na rin tayo ng ani, Kuya,""",3
"""Oo Ading, para tayo naman ang maglalagay ng ani sa silya na nasa harapan ng bahay ni Aling Dolor, Mang Tonyo at Aling Tesi,""",3
"Noong unang panahon, may isang baryo kung saan ang bawat tao ay may maipagmamalaking talento",3
At nang oras ding iyon ay napagdesisyunan niyang ito na ang babaing nais niyang makasama sa habambuhay.,3
"Iniibig ko po ang anak ninyo at nais ko po sana siyang suyuin,",3
Ngumiti lang ng pagkatamis si Sela,3
Ilang minuto ang lumipas at narating din ni Lupito ang dulo ng lubid,3
nagpalitan sila ng matatamis na ngiti,3
Magaling ka Lupito! Nababagay ka sa Barrio Sirkero!,3
Nagwagi si Lupito,3
At napagwagian din niya si Sela,3
Isang napakasayang piging ang naganap sa Barrio Sirkero,3
At sa gabi ring iyon ay naging isa nang ganap na sirkero si Lupito.,3
"Pwedeng kumaway, Nanay! Pwede ring mag small heart,nakangiting sagot ni Ella.",3
"Pansamantala lang naman po pala, Nanay! Hindi naman masyadong matagal! Akala ko hindi na ako maaring makipaglaro kina Julie at Ben. Ganito po ba ang isang metro, Nanay? Ibinuka ni Ella ang kanyang kamay ng may isang dangkal habang nakasingkit ang mga mata.",3
"Hindi naman po pala masyadong malayo ang isang metro, Nanay! Makikita mo pa rin ang iba pero pareho kayong ligtas sa virus! nakangiting tugon ni Ella.",3
"Nilapitan ni Aling Marie and kanyang anak at niyakap nang mahigpit. Ang yakap ni nanay, hindi kailangan ng isang metro.",3
"Nakita ni Ella si Julie na nakadungaw sa kanilang bintana. Dali- dali syang pumunta sa kanilang bintana at sumigaw,  ""Julie, gusto mong maglaro? Kahit hindi ako pwedeng pumunta diyan, pwede tayong maglaro!"" Naglaro ng bato-bato pik! ang magkaibigan na nakadungaw sa kanilang mga bintana.",3
"Nahuli ni Lino ang tingin niya at sinalubong kaagad ng ngiti, at pagkatapos ay ngumuso sa laruang hawak ng bata?ang asul na eroplano na regalo sa kanya ni Tatay.",3
At nagsimula na nga si Berting na isalaysay ang buong kasaysayan ng laruan.,3
"At nang ibinida niya ito pag-uwi kay misis, na agad-agad namang ibinalita sa mga katsismisan niya, unti-unting dumami ang nagpapagupit kay Lino.",3
"Hindi nagtagal, dumami ang mga suki ni Lino, at siya na rin ang naging opisyal na barbero ng mga batang lalaki ng buong Barangay Siete.",3
Humalo sa masayang istoryahan ng matatanda ang masiglang kalatok ng gunting niya at halakhak ng mga palakuwentong bata.,3
"""Natuklasan ng mamamayan ng Maaliwalas na iisa ang saloobin nila: walang sinuman ang may karapatang kunin ang kanilang mga halaman at puno para ipagbili sa kanila ang malinis na hangin, na nararapat na pag-aari ng lahat.""",3
"""Pinalakas ng pinagkaisang layunin, ginawa nila ang dapat ay matagal na nilang ginawa: itinaboy nila ang Meyor at ang mga galamay niya at binalaang huwag nang bumalik kailanman.""",3
"Binawi nila ang bayan, hinayaang malayang tumubo ang mga puno at halaman, at nagtanim sa mga lugar na may kakaunting halaman.",3
"Dahil rito, luminis ang hangin at naging luntian ang bayan.",3
"""Naging masaya at malusog ang mga mamamayan ng Maaliwalas, higit pa siguro sa nararapat.""",3
"Sa wakas, naging malaya na ang bayan sa haring malupit at gahaman.",3
"Para kina Melo at Lucing, na parehong nag-iisa at sanay nang walang ibang kasama",4
sadyang mas mahaba ang buhay ng mga amo kaysa mga alaga,4
"Noong tumanda na sina Brownie at Muning, unti-unti silang nanghina at pumanaw",4
"Nauna si Brownie, na hinimlay ni Melo sa lilim ng puno ng mangga.",4
"Hindi nagtagal, sumunod na si Muning, na inilibing ni Lucing sa ilalim ng mga bulaklak ng zinnia na hilig niyang gawing palaruan.",4
"Sa lubhang lungkot nina Melo at Lucing, parang nawalan ng kulay ang mga hardin",4
Hindi na nila inaalagaan ang mga tanim,4
nagbubuntong-hininga sa pagkawala ng mga alaga,4
piniling sa loob ng bahay mamalagi,4
"Kung lumabas man si Melo, nagkikibit-balikat siya sa mga tuyot nang gulay",4
Kinakaladkad ang mga paa pauwi,4
malungkot niyang napansing nanilaw na ang mga pipinong pinagkakaingatan ni Melo,4
"Pero si Melo, na nabibigatan na sa pag-iisa, ay nagpasyang kumustahin si Lucing sa kanyang kalusugan.",4
"Tuyo, walang kulay at salat sa kahit anong buhay ang Tierra Verde",4
"Natuyo na rin ang bukal, pati ang ilog, mabuhangin at paliku-likong landas na lang ang naiwan",4
Kalbo na ang mga bundok at tanging ligaw na damo ang tumutubo sa lupa,4
Anong nangyari sa mistikal na bayang pinangarap ko mula pagkabata?,4
Ganoon marahil ang mga taong namumuhay nang mag-isa.,4
Nagkaroon noon ng mahabang tagtuyot sa Tierra Verde,4
Walang tumubong kahit anong pananim,4
Napilitan ang mga taong putulin ang mga puno at sunugin ang mga gubat upang magkaroon ng mas maraming lupang pagtatamnan,4
Ibinenta ng iba ang mga natumbang puno bilang troso habang ang iba'y namulot ng mga nasunog na kahoy at ipinagbili bilang uling sa kabilang bayan,4
ang nasunog na lupa'y natuyo at hindi na maaaring tamnan,4
"Lumaganap ang iba't ibang bisyo, tsismisan at inggitan na parang nakahahawang sakit",4
Nasalanta ang buong bayan ng Tierra Verde at halos walang nakaligtas,4
"Libu-libo na rito ang namatay, sinira ng daga o hindi nakaligtas sa bugso ng kalikasan",4
Doon ko unang nasaksihan ang lagim at pinsalang dulot ng giyera,4
Halos walang panahon na sumagi sa aking alaala si Elias at ang kanyang mga puno,4
"Ganoon daw talaga ang giyera - malakas makaubos ng lakas, makapagod ng isip at makalaspag ng kaluluwa",4
Binenta ko na ang mga kambing at sinisira ng mga ito ang mga puno,4
Setenta anyos na siya at hindi na niya kayang maglakad nang pabalik-balik mula sa kanyang bahay,4
Yun na ang huling pagkikita namin ni Elias sa loob ng mahabang panahon,4
Wala na akong balita tungkol sa kanya,4
"Nang magsimula ang lockdown, naging parang isang  malaking-malaking paaralan ang aming barangay",4
Di puwedeng lumabas o pumasok sa aming barangay kapag walang ID,4
Tigil-pasada muna si Tatay ng jeep,4
Tigil muna si Nanay sa pagpasok sa tahian ng mga damit,4
"Bakit wala tayong mga ani, Kuya?",4
Ngunit lahat sila ay nabigo,4
Wala ni isa sa kanila ang nakapag-paibig kay Sela,4
Ngunit sa tatlong araw na iyon ay walang pag uusap na nangyari kay Lupito at Sela,4
"Patawarin mo ako, Tata. Pero nagawa ko lang naman po ang mga iyon dahil mahal ko po si Lupito",4
"Mga ka-baryo. Malung kot kong ibinabalita na may sakit ang aking asawa, ang inyong Tata Ador.",4
"Malayo po ba 'yon? Hindi na po ba ako pwedeng makipaglaro ng Nanay, Tatay kay Ben pag isang metro ang layo? Hindi ko na rin po ba pwedeng ayusin ang mahabang buhok ng kaibigan kong si Julie? malungkot na sagot ng bata.",4
Pansamantala lang ito hanggang magamot ang mga may sakit at mawala na ang lahat ng virus.,4
"Pero may isang barbero si Mang Enteng na bihirang sadyain ng mga kliyente hindi dahil bulok siyang maggupit, kundi dahil hindi siya halos umiimik.",4
"Ipinanganak si Lino na pipi. Wala siyang kakayahang magsalita, kahit na nakaririnig naman siya nang mabuti.",4
"Sa katunayan, kasinggaling niyang maggupit, magmasahe, at mag-ahit ang mga kasamahan, ngunit dahil hindi alam ng mga suki kung paano makikipag-usap sa kanya, doon na lang sila lumalapit sa iba.",4
Gumuho ang mga dingding ng mga kabahayan sa buong paligid.,4
"""Sa isang malayong bayan, namumuno ang isang haring malupit at gahaman.""",4
"Labis l?ang ang aking panghihinayang, sumakabilang-b?ay nang maaga ang aking Izumi, huminang muli ang boses ni Lolo.",4
Di ko na naabutan si Lola Izumi.,4
"Iiwan natin si Lolo sa bahay na ito? Oo, anak. Kilala mo ang iyong Lolo. Gusto niyang laging may ginagawa, gusto niyang nababantayan ang lumang bahay na ito, gusto niyang nakikita ang mga lumang gamit dito, gusto niyang nagtatanim, gusto niyang makipagkuwentuhan sa kaniyang kapanahon.",4
"Di natin maibibigay ang mga gusto niyang ito sa ating maliit na bahay sa Maynila, paliwanag ni Tatay.",4
"Pumasok kami sa lumang bahay.Lumapit si Tatay sa akin. Haru, iiwan na muna natin ang Lolo mo sa lumang bahay na ito.",4
Kailangang may magbantay at mag alaga sa kaniya. Delikado na siyang iwan sa ating bahay. May trabaho akos at nag-aaral ka.,4
"Marami na siyang nakalilimutan, ni hindi na niya tayo nakikilala, kahit ang ating mga pangalan, sabi ni Tatay.",4
"Iiwan muna natin ang Lolo mo. Kapag magaling na magaling na siya, isasama natin uli siya sa Maynila.",4
"Lumapit ako kay Lolo para magpaalam. Lo, aalis muna kami, pero babalik din kami, sabi ko.",4
Araw-araw na lang nagbabangayan sina Melo at Lucing tungkol sa mga nasisira sa mahal nilang mga hardin,4
"Sinasamsam niya ang mga lupain, negosyo, at ari-arian.",4
"Yucky, madumi ang paborito kong tsinelas.",5
Amoy pawis ang aking kapatid na galing sa labas ng bahay.,5
Ang baho naman ng hininga ng aso.,5
Nakaka irita ang aking kaibigan dahil sa kanyang ugali.,5
Napaka bastos ng ugali ng aming kapitbahay.,5
Amoy anghit ang aking kaklase.,5
"Yuck, malagkit na ang mantika sa pinggan.",5
Lingid sa kanila ay namangha din si Lupito sa nagawa,6
"Pulido! Walang kauka-uka, walang katikwas-tikwas, walang bahaging masyadong maikli o masyadong mahaba.",6
Humanga si Mang Roberto sa husay ng kamay ni Lino sa bunso niya.,6
"Iginitgit niya pa ang ilong sa salamin, nang biglang may bali-balikong brasong sumuntok palabas ng bintana at sinapok siya sa mukha!",6
Natulala ang Meyor nang mabunyag ang misteryo sa bahay ni Carl.,6
Nagsitakbuhan ang mga kapitbahay para buong manghang pagmasdan ang gumuhong pader at masukal na halamanan.,6
Nagsibagsakan ang mga ito at nabalot ang buong Maaliwalas ng dambuhalang ulap ng alikabok.,6
"Isang araw, sa sukdulan ng kasamaan ng hari, umusbong ang dalawang maliliit na sungay sa ulo niya.",6
May sungay ang hari?,6
May sungay ang hari may sungay ang hari,6
Napanganga ang lahat nang makita nila ang hari.,6
